2018
488, 488, 488, 488	 P = 238144
490, 490, 490, 490	 P = 240100
490, 490, 490, 490	 P = 240100
490, 490, 490, 490	 P = 240100
490, 490, 490, 490	 P = 240100
492, 492, 492, 492	 P = 242064
494, 494, 494, 494	 P = 244036
496, 496, 496, 496	 P = 246016
496, 496, 496, 496	 P = 246016
502, 502, 502, 502	 P = 252004
504, 504, 504, 504	 P = 254016
504, 504, 504, 504	 P = 254016
504, 504, 504, 504	 P = 254016
506, 506, 506, 506	 P = 256036
507, 507, 507, 507	 P = 257049
507, 507, 507, 507	 P = 257049
510, 510, 510, 510	 P = 260100
512, 512, 512, 512	 P = 262144
516, 516, 516, 516	 P = 266256
523, 523, 523, 523	 P = 273529
529, 529, 529, 529	 P = 279841
531, 531, 531, 531	 P = 281961
533, 533, 533, 533	 P = 284089
537, 537, 537, 537	 P = 288369
538, 538, 538, 538	 P = 289444
539, 539, 539, 539	 P = 290521
540, 540, 540, 540	 P = 291600
540, 540, 540, 540	 P = 291600
542, 542, 542, 542	 P = 293764
543, 543, 543, 543	 P = 294849
544, 544, 544, 544	 P = 295936
545, 545, 545, 545	 P = 297025
545, 545, 545, 545	 P = 297025
546, 546, 546, 546	 P = 298116
547, 547, 547, 547	 P = 299209
551, 551, 551, 551	 P = 303601
551, 551, 551, 551	 P = 303601
554, 554, 554, 554	 P = 306916
555, 555, 555, 555	 P = 308025
555, 555, 555, 555	 P = 308025
556, 556, 556, 556	 P = 309136
557, 557, 557, 557	 P = 310249
557, 557, 557, 557	 P = 310249
557, 557, 557, 557	 P = 310249
558, 558, 558, 558	 P = 311364
558, 558, 558, 558	 P = 311364
559, 559, 559, 559	 P = 312481
560, 560, 560, 560	 P = 313600
561, 561, 561, 561	 P = 314721
561, 561, 561, 561	 P = 314721
563, 563, 563, 563	 P = 316969
565, 565, 565, 565	 P = 319225
567, 567, 567, 567	 P = 321489
572, 572, 572, 572	 P = 327184
575, 575, 575, 575	 P = 330625
576, 576, 576, 576	 P = 331776
576, 576, 576, 576	 P = 331776
579, 579, 579, 579	 P = 335241
581, 581, 581, 581	 P = 337561
581, 581, 581, 581	 P = 337561
583, 583, 583, 583	 P = 339889
583, 583, 583, 583	 P = 339889
583, 583, 583, 583	 P = 339889
587, 587, 587, 587	 P = 344569
593, 593, 593, 593	 P = 351649
593, 593, 593, 593	 P = 351649
595, 595, 595, 595	 P = 354025
598, 598, 598, 598	 P = 357604
599, 599, 599, 599	 P = 358801
602, 602, 602, 602	 P = 362404
604, 604, 604, 604	 P = 364816
604, 604, 604, 604	 P = 364816
608, 608, 608, 608	 P = 369664
608, 608, 608, 608	 P = 369664
609, 609, 609, 609	 P = 370881
611, 611, 611, 611	 P = 373321
611, 611, 611, 611	 P = 373321
611, 611, 611, 611	 P = 373321
612, 612, 612, 612	 P = 374544
613, 613, 613, 613	 P = 375769
615, 615, 615, 615	 P = 378225
616, 616, 616, 616	 P = 379456
617, 617, 617, 617	 P = 380689
620, 620, 620, 620	 P = 384400
621, 621, 621, 621	 P = 385641
625, 625, 625, 625	 P = 390625
629, 629, 629, 629	 P = 395641
636, 636, 636, 636	 P = 404496
643, 643, 643, 643	 P = 413449
646, 646, 646, 646	 P = 417316
648, 648, 648, 648	 P = 419904
650, 650, 650, 650	 P = 422500
650, 650, 650, 650	 P = 422500
651, 651, 651, 651	 P = 423801
651, 651, 651, 651	 P = 423801
652, 652, 652, 652	 P = 425104
652, 652, 652, 652	 P = 425104
653, 653, 653, 653	 P = 426409
655, 655, 655, 655	 P = 429025
657, 657, 657, 657	 P = 431649
661, 661, 661, 661	 P = 436921
662, 662, 662, 662	 P = 438244
663, 663, 663, 663	 P = 439569
664, 664, 664, 664	 P = 440896
667, 667, 667, 667	 P = 444889
670, 670, 670, 670	 P = 448900
672, 672, 672, 672	 P = 451584
676, 676, 676, 676	 P = 456976
676, 676, 676, 676	 P = 456976
677, 677, 677, 677	 P = 458329
678, 678, 678, 678	 P = 459684
680, 680, 680, 680	 P = 462400
682, 682, 682, 682	 P = 465124
684, 684, 684, 684	 P = 467856
685, 685, 685, 685	 P = 469225
686, 686, 686, 686	 P = 470596
688, 688, 688, 688	 P = 473344
688, 688, 688, 688	 P = 473344
697, 697, 697, 697	 P = 485809
702, 702, 702, 702	 P = 492804
703, 703, 703, 703	 P = 494209
705, 705, 705, 705	 P = 497025
705, 705, 705, 705	 P = 497025
708, 708, 708, 708	 P = 501264
708, 708, 708, 708	 P = 501264
710, 710, 710, 710	 P = 504100
710, 710, 710, 710	 P = 504100
713, 713, 713, 713	 P = 508369
714, 714, 714, 714	 P = 509796
715, 715, 715, 715	 P = 511225
719, 719, 719, 719	 P = 516961
720, 720, 720, 720	 P = 518400
720, 720, 720, 720	 P = 518400
722, 722, 722, 722	 P = 521284
722, 722, 722, 722	 P = 521284
722, 722, 722, 722	 P = 521284
724, 724, 724, 724	 P = 524176
725, 725, 725, 725	 P = 525625
727, 727, 727, 727	 P = 528529
730, 730, 730, 730	 P = 532900
730, 730, 730, 730	 P = 532900
734, 734, 734, 734	 P = 538756
734, 734, 734, 734	 P = 538756
735, 735, 735, 735	 P = 540225
736, 736, 736, 736	 P = 541696
736, 736, 736, 736	 P = 541696
749, 749, 749, 749	 P = 561001
752, 752, 752, 752	 P = 565504
752, 752, 752, 752	 P = 565504
753, 753, 753, 753	 P = 567009
755, 755, 755, 755	 P = 570025
756, 756, 756, 756	 P = 571536
762, 762, 762, 762	 P = 580644
772, 772, 772, 772	 P = 595984
777, 777, 777, 777	 P = 603729
777, 777, 777, 777	 P = 603729
782, 782, 782, 782	 P = 611524
783, 783, 783, 783	 P = 613089
789, 789, 789, 789	 P = 622521
791, 791, 791, 791	 P = 625681
792, 792, 792, 792	 P = 627264
794, 794, 794, 794	 P = 630436
794, 794, 794, 794	 P = 630436
796, 796, 796, 796	 P = 633616
797, 797, 797, 797	 P = 635209
797, 797, 797, 797	 P = 635209
798, 798, 798, 798	 P = 636804
799, 799, 799, 799	 P = 638401
799, 799, 799, 799	 P = 638401
801, 801, 801, 801	 P = 641601
804, 804, 804, 804	 P = 646416
808, 808, 808, 808	 P = 652864
819, 819, 819, 819	 P = 670761
820, 820, 820, 820	 P = 672400
820, 820, 820, 820	 P = 672400
821, 821, 821, 821	 P = 674041
822, 822, 822, 822	 P = 675684
826, 826, 826, 826	 P = 682276
828, 828, 828, 828	 P = 685584
828, 828, 828, 828	 P = 685584
829, 829, 829, 829	 P = 687241
831, 831, 831, 831	 P = 690561
831, 831, 831, 831	 P = 690561
832, 832, 832, 832	 P = 692224
833, 833, 833, 833	 P = 693889
834, 834, 834, 834	 P = 695556
836, 836, 836, 836	 P = 698896
837, 837, 837, 837	 P = 700569
839, 839, 839, 839	 P = 703921
842, 842, 842, 842	 P = 708964
842, 842, 842, 842	 P = 708964
845, 845, 845, 845	 P = 714025
846, 846, 846, 846	 P = 715716
846, 846, 846, 846	 P = 715716
847, 847, 847, 847	 P = 717409
847, 847, 847, 847	 P = 717409
848, 848, 848, 848	 P = 719104
848, 848, 848, 848	 P = 719104
849, 849, 849, 849	 P = 720801
857, 857, 857, 857	 P = 734449
858, 858, 858, 858	 P = 736164
859, 859, 859, 859	 P = 737881
861, 861, 861, 861	 P = 741321
866, 866, 866, 866	 P = 749956
874, 874, 874, 874	 P = 763876
875, 875, 875, 875	 P = 765625
880, 880, 880, 880	 P = 774400
880, 880, 880, 880	 P = 774400
886, 886, 886, 886	 P = 784996
891, 891, 891, 891	 P = 793881
897, 897, 897, 897	 P = 804609
900, 900, 900, 900	 P = 810000
901, 901, 901, 901	 P = 811801
901, 901, 901, 901	 P = 811801
903, 903, 903, 903	 P = 815409
905, 905, 905, 905	 P = 819025
907, 907, 907, 907	 P = 822649
908, 908, 908, 908	 P = 824464
909, 909, 909, 909	 P = 826281
913, 913, 913, 913	 P = 833569
916, 916, 916, 916	 P = 839056
919, 919, 919, 919	 P = 844561
919, 919, 919, 919	 P = 844561
920, 920, 920, 920	 P = 846400
921, 921, 921, 921	 P = 848241
921, 921, 921, 921	 P = 848241
923, 923, 923, 923	 P = 851929
923, 923, 923, 923	 P = 851929
927, 927, 927, 927	 P = 859329
929, 929, 929, 929	 P = 863041
938, 938, 938, 938	 P = 879844
938, 938, 938, 938	 P = 879844
946, 946, 946, 946	 P = 894916
950, 950, 950, 950	 P = 902500
952, 952, 952, 952	 P = 906304
954, 954, 954, 954	 P = 910116
955, 955, 955, 955	 P = 912025
955, 955, 955, 955	 P = 912025
956, 956, 956, 956	 P = 913936
957, 957, 957, 957	 P = 915849
959, 959, 959, 959	 P = 919681
959, 959, 959, 959	 P = 919681
962, 962, 962, 962	 P = 925444
965, 965, 965, 965	 P = 931225
967, 967, 967, 967	 P = 935089
969, 969, 969, 969	 P = 938961
971, 971, 971, 971	 P = 942841
971, 971, 971, 971	 P = 942841
974, 974, 974, 974	 P = 948676
975, 975, 975, 975	 P = 950625
976, 976, 976, 976	 P = 952576
983, 983, 983, 983	 P = 966289
985, 985, 985, 985	 P = 970225
986, 986, 986, 986	 P = 972196
986, 986, 986, 986	 P = 972196
986, 986, 986, 986	 P = 972196
990, 990, 990, 990	 P = 980100
990, 990, 990, 990	 P = 980100
991, 991, 991, 991	 P = 982081
992, 992, 992, 992	 P = 984064
995, 995, 995, 995	 P = 990025
999, 999, 999, 999	 P = 998001
1000, 1000, 1000, 1000	 P = 1e+06
1002, 1002, 1002, 1002	 P = 1.004e+06
1002, 1002, 1002, 1002	 P = 1.004e+06
1003, 1003, 1003, 1003	 P = 1.00601e+06
1005, 1005, 1005, 1005	 P = 1.01002e+06
1012, 1012, 1012, 1012	 P = 1.02414e+06
1013, 1013, 1013, 1013	 P = 1.02617e+06
1017, 1017, 1017, 1017	 P = 1.03429e+06
1017, 1017, 1017, 1017	 P = 1.03429e+06
1018, 1018, 1018, 1018	 P = 1.03632e+06
1018, 1018, 1018, 1018	 P = 1.03632e+06
1019, 1019, 1019, 1019	 P = 1.03836e+06
1019, 1019, 1019, 1019	 P = 1.03836e+06
1020, 1020, 1020, 1020	 P = 1.0404e+06
1021, 1021, 1021, 1021	 P = 1.04244e+06
1022, 1022, 1022, 1022	 P = 1.04448e+06
1025, 1025, 1025, 1025	 P = 1.05062e+06
1026, 1026, 1026, 1026	 P = 1.05268e+06
1027, 1027, 1027, 1027	 P = 1.05473e+06
1031, 1031, 1031, 1031	 P = 1.06296e+06
1034, 1034, 1034, 1034	 P = 1.06916e+06
1040, 1040, 1040, 1040	 P = 1.0816e+06
1041, 1041, 1041, 1041	 P = 1.08368e+06
1041, 1041, 1041, 1041	 P = 1.08368e+06
1042, 1042, 1042, 1042	 P = 1.08576e+06
1047, 1047, 1047, 1047	 P = 1.09621e+06
1048, 1048, 1048, 1048	 P = 1.0983e+06
1048, 1048, 1048, 1048	 P = 1.0983e+06
1049, 1049, 1049, 1049	 P = 1.1004e+06
1049, 1049, 1049, 1049	 P = 1.1004e+06
1050, 1050, 1050, 1050	 P = 1.1025e+06
1053, 1053, 1053, 1053	 P = 1.10881e+06
1054, 1054, 1054, 1054	 P = 1.11092e+06
1056, 1056, 1056, 1056	 P = 1.11514e+06
1058, 1058, 1058, 1058	 P = 1.11936e+06
1060, 1060, 1060, 1060	 P = 1.1236e+06
1063, 1063, 1063, 1063	 P = 1.12997e+06
1066, 1066, 1066, 1066	 P = 1.13636e+06
1074, 1074, 1074, 1074	 P = 1.15348e+06
1075, 1075, 1075, 1075	 P = 1.15562e+06
1076, 1076, 1076, 1076	 P = 1.15778e+06
1080, 1080, 1080, 1080	 P = 1.1664e+06
1080, 1080, 1080, 1080	 P = 1.1664e+06
1082, 1082, 1082, 1082	 P = 1.17072e+06
1083, 1083, 1083, 1083	 P = 1.17289e+06
1084, 1084, 1084, 1084	 P = 1.17506e+06
1087, 1087, 1087, 1087	 P = 1.18157e+06
1090, 1090, 1090, 1090	 P = 1.1881e+06
1095, 1095, 1095, 1095	 P = 1.19902e+06
1098, 1098, 1098, 1098	 P = 1.2056e+06
1099, 1099, 1099, 1099	 P = 1.2078e+06
1103, 1103, 1103, 1103	 P = 1.21661e+06
1105, 1105, 1105, 1105	 P = 1.22102e+06
1105, 1105, 1105, 1105	 P = 1.22102e+06
1117, 1117, 1117, 1117	 P = 1.24769e+06
1119, 1119, 1119, 1119	 P = 1.25216e+06
1120, 1120, 1120, 1120	 P = 1.2544e+06
1121, 1121, 1121, 1121	 P = 1.25664e+06
1127, 1127, 1127, 1127	 P = 1.27013e+06
1132, 1132, 1132, 1132	 P = 1.28142e+06
1137, 1137, 1137, 1137	 P = 1.29277e+06
1137, 1137, 1137, 1137	 P = 1.29277e+06
1138, 1138, 1138, 1138	 P = 1.29504e+06
1139, 1139, 1139, 1139	 P = 1.29732e+06
1144, 1144, 1144, 1144	 P = 1.30874e+06
1149, 1149, 1149, 1149	 P = 1.3202e+06
1151, 1151, 1151, 1151	 P = 1.3248e+06
1152, 1152, 1152, 1152	 P = 1.3271e+06
1153, 1153, 1153, 1153	 P = 1.32941e+06
1153, 1153, 1153, 1153	 P = 1.32941e+06
1154, 1154, 1154, 1154	 P = 1.33172e+06
1154, 1154, 1154, 1154	 P = 1.33172e+06
1156, 1156, 1156, 1156	 P = 1.33634e+06
1157, 1157, 1157, 1157	 P = 1.33865e+06
1158, 1158, 1158, 1158	 P = 1.34096e+06
1169, 1169, 1169, 1169	 P = 1.36656e+06
1171, 1171, 1171, 1171	 P = 1.37124e+06
1178, 1178, 1178, 1178	 P = 1.38768e+06
1178, 1178, 1178, 1178	 P = 1.38768e+06
1182, 1182, 1182, 1182	 P = 1.39712e+06
1182, 1182, 1182, 1182	 P = 1.39712e+06
1184, 1184, 1184, 1184	 P = 1.40186e+06
1186, 1186, 1186, 1186	 P = 1.4066e+06
1187, 1187, 1187, 1187	 P = 1.40897e+06
1190, 1190, 1190, 1190	 P = 1.4161e+06
1193, 1193, 1193, 1193	 P = 1.42325e+06
1195, 1195, 1195, 1195	 P = 1.42802e+06
1199, 1199, 1199, 1199	 P = 1.4376e+06
1204, 1204, 1204, 1204	 P = 1.44962e+06
1208, 1208, 1208, 1208	 P = 1.45926e+06
1209, 1209, 1209, 1209	 P = 1.46168e+06
1213, 1213, 1213, 1213	 P = 1.47137e+06
1217, 1217, 1217, 1217	 P = 1.48109e+06
1222, 1222, 1222, 1222	 P = 1.49328e+06
1223, 1223, 1223, 1223	 P = 1.49573e+06
1225, 1225, 1225, 1225	 P = 1.50062e+06
1228, 1228, 1228, 1228	 P = 1.50798e+06
1230, 1230, 1230, 1230	 P = 1.5129e+06
1232, 1232, 1232, 1232	 P = 1.51782e+06
1234, 1234, 1234, 1234	 P = 1.52276e+06
1234, 1234, 1234, 1234	 P = 1.52276e+06
1237, 1237, 1237, 1237	 P = 1.53017e+06
1239, 1239, 1239, 1239	 P = 1.53512e+06
1241, 1241, 1241, 1241	 P = 1.54008e+06
1243, 1243, 1243, 1243	 P = 1.54505e+06
1244, 1244, 1244, 1244	 P = 1.54754e+06
1245, 1245, 1245, 1245	 P = 1.55002e+06
1245, 1245, 1245, 1245	 P = 1.55002e+06
1247, 1247, 1247, 1247	 P = 1.55501e+06
1247, 1247, 1247, 1247	 P = 1.55501e+06
1249, 1249, 1249, 1249	 P = 1.56e+06
1254, 1254, 1254, 1254	 P = 1.57252e+06
1257, 1257, 1257, 1257	 P = 1.58005e+06
1264, 1264, 1264, 1264	 P = 1.5977e+06
1270, 1270, 1270, 1270	 P = 1.6129e+06
1278, 1278, 1278, 1278	 P = 1.63328e+06
1280, 1280, 1280, 1280	 P = 1.6384e+06
1287, 1287, 1287, 1287	 P = 1.65637e+06
1287, 1287, 1287, 1287	 P = 1.65637e+06
1289, 1289, 1289, 1289	 P = 1.66152e+06
1290, 1290, 1290, 1290	 P = 1.6641e+06
1293, 1293, 1293, 1293	 P = 1.67185e+06
1293, 1293, 1293, 1293	 P = 1.67185e+06
1294, 1294, 1294, 1294	 P = 1.67444e+06
1294, 1294, 1294, 1294	 P = 1.67444e+06
1296, 1296, 1296, 1296	 P = 1.67962e+06
1298, 1298, 1298, 1298	 P = 1.6848e+06
1300, 1300, 1300, 1300	 P = 1.69e+06
1304, 1304, 1304, 1304	 P = 1.70042e+06
1305, 1305, 1305, 1305	 P = 1.70302e+06
1308, 1308, 1308, 1308	 P = 1.71086e+06
1308, 1308, 1308, 1308	 P = 1.71086e+06
1310, 1310, 1310, 1310	 P = 1.7161e+06
1311, 1311, 1311, 1311	 P = 1.71872e+06
1314, 1314, 1314, 1314	 P = 1.7266e+06
1318, 1318, 1318, 1318	 P = 1.73712e+06
1318, 1318, 1318, 1318	 P = 1.73712e+06
1319, 1319, 1319, 1319	 P = 1.73976e+06
1322, 1322, 1322, 1322	 P = 1.74768e+06
1323, 1323, 1323, 1323	 P = 1.75033e+06
1323, 1323, 1323, 1323	 P = 1.75033e+06
1326, 1326, 1326, 1326	 P = 1.75828e+06
1326, 1326, 1326, 1326	 P = 1.75828e+06
1329, 1329, 1329, 1329	 P = 1.76624e+06
1334, 1334, 1334, 1334	 P = 1.77956e+06
1335, 1335, 1335, 1335	 P = 1.78222e+06
1341, 1341, 1341, 1341	 P = 1.79828e+06
1344, 1344, 1344, 1344	 P = 1.80634e+06
1345, 1345, 1345, 1345	 P = 1.80902e+06
1356, 1356, 1356, 1356	 P = 1.83874e+06
1358, 1358, 1358, 1358	 P = 1.84416e+06
1360, 1360, 1360, 1360	 P = 1.8496e+06
1361, 1361, 1361, 1361	 P = 1.85232e+06
1367, 1367, 1367, 1367	 P = 1.86869e+06
1369, 1369, 1369, 1369	 P = 1.87416e+06
1371, 1371, 1371, 1371	 P = 1.87964e+06
1373, 1373, 1373, 1373	 P = 1.88513e+06
1376, 1376, 1376, 1376	 P = 1.89338e+06
1383, 1383, 1383, 1383	 P = 1.91269e+06
1387, 1387, 1387, 1387	 P = 1.92377e+06
1389, 1389, 1389, 1389	 P = 1.92932e+06
1391, 1391, 1391, 1391	 P = 1.93488e+06
1391, 1391, 1391, 1391	 P = 1.93488e+06
1392, 1392, 1392, 1392	 P = 1.93766e+06
1393, 1393, 1393, 1393	 P = 1.94045e+06
